,Image_name,Image_url
137,Learning_Curve,https://static1.squarespace.com/static/55dbfccee4b08731143170b6/5bc0d2b9e2c483f1ebac740f/5bc0d30b7817f7b0e23c0708/1539363598901/Learning_Curve_web.png
138,Learning_In_Machine_Learning,https://static1.squarespace.com/static/55dbfccee4b08731143170b6/5bc0d2b9e2c483f1ebac740f/5bc0d30c24a694ece9fe68f7/1539363598866/Learning_In_Machine_Learning_web.png
139,Learning_Rate,https://static1.squarespace.com/static/55dbfccee4b08731143170b6/5bc0d2b9e2c483f1ebac740f/5bc0d30df9619a023f8bfc4e/1539363599235/Learning_Rate_web.png
140,Linear_Activation_Function,https://static1.squarespace.com/static/55dbfccee4b08731143170b6/5bc0d2b9e2c483f1ebac740f/5bc0d30dec212d165b19f7d8/1539363598915/Linear_Activation_Function_web.png
141,Linear_Combination,https://static1.squarespace.com/static/55dbfccee4b08731143170b6/5bc0d2b9e2c483f1ebac740f/5bc0d30d7817f7b0e23c071a/1539363602044/Linear_Combination_web.png
142,Linear_Discriminant_Analysis_For_Dimensionality_Reduction,https://static1.squarespace.com/static/55dbfccee4b08731143170b6/5bc0d2b9e2c483f1ebac740f/5bc0d30e104c7b5b774c4d96/1539363606772/Linear_Discriminant_Analysis_For_Dimensionality_Reduction_web.png
143,Linearly_Independent,https://static1.squarespace.com/static/55dbfccee4b08731143170b6/5bc0d2b9e2c483f1ebac740f/5bc0d30e1905f4e84ce868f7/1539363607425/Linearly_Independent_web.png
144,Linearly_Separable,https://static1.squarespace.com/static/55dbfccee4b08731143170b6/5bc0d2b9e2c483f1ebac740f/5bc0d30fa4222f3ac53daa9f/1539363608136/Linearly_Separable_web.png
145,Log-Sum-Exp,https://static1.squarespace.com/static/55dbfccee4b08731143170b6/5bc0d2b9e2c483f1ebac740f/5bc0d310f9619a023f8bfc8f/1539363608468/Log-Sum-Exp_web.png
146,Logistic_Regression_Vs_Linear_Regression,https://static1.squarespace.com/static/55dbfccee4b08731143170b6/5bc0d2b9e2c483f1ebac740f/5bc0d311085229c3731ef66e/1539363619248/Logistic_Regression_Vs_Linear_Regression_web.png
147,Logistic_Regression,https://static1.squarespace.com/static/55dbfccee4b08731143170b6/5bc0d2b9e2c483f1ebac740f/5bc0d3149140b7caf2f4f7bc/1539363607664/Logistic_Regression_web.png
148,Logistic_Sigmoid_Function,https://static1.squarespace.com/static/55dbfccee4b08731143170b6/5bc0d2b9e2c483f1ebac740f/5bc0d316e4966b62fe03912a/1539363607731/Logistic_Sigmoid_Function_web.png
149,Manhattan_Distance,https://static1.squarespace.com/static/55dbfccee4b08731143170b6/5bc0d2b9e2c483f1ebac740f/5bc0d316e2c483f1ebac7913/1539363608624/Manhattan_Distance_web.png
150,Matrices,https://static1.squarespace.com/static/55dbfccee4b08731143170b6/5bc0d2b9e2c483f1ebac740f/5bc0d316e79c70941ed9185b/1539363608345/Matrices_web.png
151,Matrix_Inverse,https://static1.squarespace.com/static/55dbfccee4b08731143170b6/5bc0d2b9e2c483f1ebac740f/5bc0d316e5e5f0c22ccc86ad/1539363608879/Matrix_Inverse_web.png
152,Matrix_Multiplication,https://static1.squarespace.com/static/55dbfccee4b08731143170b6/5bc0d2b9e2c483f1ebac740f/5bc0d3178165f5ad87084978/1539363609874/Matrix_Multiplication_web.png
153,Matthews_Correlation_Coefficient,https://static1.squarespace.com/static/55dbfccee4b08731143170b6/5bc0d2b9e2c483f1ebac740f/5bc0d317eef1a1c6b70854be/1539363612364/Matthews_Correlation_Coefficient_web.png
154,Max_Norm,https://static1.squarespace.com/static/55dbfccee4b08731143170b6/5bc0d2b9e2c483f1ebac740f/5bc0d318f9619a023f8bfceb/1539363611759/Max_Norm_web.png
155,Mean_Absolute_Error,https://static1.squarespace.com/static/55dbfccee4b08731143170b6/5bc0d2b9e2c483f1ebac740f/5bc0d319e2c483f1ebac794c/1539363617888/Mean_Absolute_Error_web.png
156,Mean_Squared_Error,https://static1.squarespace.com/static/55dbfccee4b08731143170b6/5bc0d2b9e2c483f1ebac740f/5bc0d31ab208fc1df53bcfd1/1539363612531/Mean_Squared_Error_web.png
157,Meanshift_Clustering_By_Analogy,https://static1.squarespace.com/static/55dbfccee4b08731143170b6/5bc0d2b9e2c483f1ebac740f/5bc0d31beef1a1c6b7085522/1539363617734/Meanshift_Clustering_By_Analogy_web.png
158,Minibatch,https://static1.squarespace.com/static/55dbfccee4b08731143170b6/5bc0d2b9e2c483f1ebac740f/5bc0d31b7817f7b0e23c080e/1539363618033/Minibatch_web.png
159,Minimum_Of_A_Loss_Function,https://static1.squarespace.com/static/55dbfccee4b08731143170b6/5bc0d2b9e2c483f1ebac740f/5bc0d31c7817f7b0e23c0815/1539363622661/Minimum_Of_A_Loss_Function_web.png
160,Minkowski_Distance,https://static1.squarespace.com/static/55dbfccee4b08731143170b6/5bc0d2b9e2c483f1ebac740f/5bc0d31ce79c70941ed918a3/1539363619072/Minkowski_Distance_web.png
161,MinMax_Scaling,https://static1.squarespace.com/static/55dbfccee4b08731143170b6/5bc0d2b9e2c483f1ebac740f/5bc0d31df9619a023f8bfd48/1539363618359/MinMax_Scaling_web.png
162,Missing_At_Random,https://static1.squarespace.com/static/55dbfccee4b08731143170b6/5bc0d2b9e2c483f1ebac740f/5bc0d3217817f7b0e23c086d/1539363623455/Missing_At_Random_web.png
163,Missing_Completely_At_Random,https://static1.squarespace.com/static/55dbfccee4b08731143170b6/5bc0d2b9e2c483f1ebac740f/5bc0d3214785d3d1fc969ec0/1539363621019/Missing_Completely_At_Random_web.png
164,Missing_Not_At_Random,https://static1.squarespace.com/static/55dbfccee4b08731143170b6/5bc0d2b9e2c483f1ebac740f/5bc0d322b208fc1df53bd078/1539363622185/Missing_Not_At_Random_web.png
165,Model_Complexity,https://static1.squarespace.com/static/55dbfccee4b08731143170b6/5bc0d2b9e2c483f1ebac740f/5bc0d322104c7b5b774c4ee3/1539363621882/Model_Complexity_web.png
166,Model_Identifiability,https://static1.squarespace.com/static/55dbfccee4b08731143170b6/5bc0d2b9e2c483f1ebac740f/5bc0d323e79c70941ed918dd/1539363624299/Model_Identifiability_web.png
167,Model_Selection,https://static1.squarespace.com/static/55dbfccee4b08731143170b6/5bc0d2b9e2c483f1ebac740f/5bc0d323104c7b5b774c4f10/1539363623594/Model_Selection_web.png
168,Momentum,https://static1.squarespace.com/static/55dbfccee4b08731143170b6/5bc0d2b9e2c483f1ebac740f/5bc0d324c830257001144481/1539363623924/Momentum_web.png
169,Motivation_For_Deep_Layers,https://static1.squarespace.com/static/55dbfccee4b08731143170b6/5bc0d2b9e2c483f1ebac740f/5bc0d32424a694ece9fe6a4c/1539363624581/Motivation_For_Deep_Layers_web.png
170,Motivation_For_Deep_Learning,https://static1.squarespace.com/static/55dbfccee4b08731143170b6/5bc0d2b9e2c483f1ebac740f/5bc0d3280d929751ee48d717/1539363627376/Motivation_For_Deep_Learning_web.png
171,Multinomial_Logistic_Regression,https://static1.squarespace.com/static/55dbfccee4b08731143170b6/5bc0d2b9e2c483f1ebac740f/5bc0d328eef1a1c6b7085601/1539363627457/Multinomial_Logistic_Regression_web.png
172,Natural_Log,https://static1.squarespace.com/static/55dbfccee4b08731143170b6/5bc0d2b9e2c483f1ebac740f/5bc0d329104c7b5b774c4f82/1539363627369/Natural_Log_web.png
173,Neuron,https://static1.squarespace.com/static/55dbfccee4b08731143170b6/5bc0d2b9e2c483f1ebac740f/5bc0d3299140b7caf2f4f8c6/1539363627601/Neuron_web.png
174,No_Free_Lunch_Theorem,https://static1.squarespace.com/static/55dbfccee4b08731143170b6/5bc0d2b9e2c483f1ebac740f/5bc0d32a24a694ece9fe6a89/1539363631165/No_Free_Lunch_Theorem_web.png
175,Noisy_ReLU,https://static1.squarespace.com/static/55dbfccee4b08731143170b6/5bc0d2b9e2c483f1ebac740f/5bc0d32ba4222f3ac53dac3f/1539363630326/Noisy_ReLU_web.png
176,Non-Parametric_Methods,https://static1.squarespace.com/static/55dbfccee4b08731143170b6/5bc0d2b9e2c483f1ebac740f/5bc0d32cc8302570011444d4/1539363631410/Non-Parametric_Methods_web.png
177,Normal_Distribution,https://static1.squarespace.com/static/55dbfccee4b08731143170b6/5bc0d2b9e2c483f1ebac740f/5bc0d32d24a694ece9fe6aa7/1539363631751/Normal_Distribution_web.png
178,Normalized_Initialization_Of_Neural_Network_Parameters,https://static1.squarespace.com/static/55dbfccee4b08731143170b6/5bc0d2b9e2c483f1ebac740f/5bc0d32d8165f5ad87084ab5/1539363631808/Normalized_Initialization_Of_Neural_Network_Parameters_web.png
179,Normalizing_Observations,https://static1.squarespace.com/static/55dbfccee4b08731143170b6/5bc0d2b9e2c483f1ebac740f/5bc0d32f4785d3d1fc969f67/1539363633783/Normalizing_Observations_web.png
180,Notation_1,https://static1.squarespace.com/static/55dbfccee4b08731143170b6/5bc0d2b9e2c483f1ebac740f/5bc0d33053450ae7c17f5457/1539363634632/Notation_1_web.png
181,Notation_2,https://static1.squarespace.com/static/55dbfccee4b08731143170b6/5bc0d2b9e2c483f1ebac740f/5bc0d33124a694ece9fe6ae3/1539363634667/Notation_2_web.png
182,Notation_3,https://static1.squarespace.com/static/55dbfccee4b08731143170b6/5bc0d2b9e2c483f1ebac740f/5bc0d331085229c3731ef85e/1539363635474/Notation_3_web.png
183,Notation_4,https://static1.squarespace.com/static/55dbfccee4b08731143170b6/5bc0d2b9e2c483f1ebac740f/5bc0d331e79c70941ed919b1/1539363635972/Notation_4_web.png
184,Notation_5,https://static1.squarespace.com/static/55dbfccee4b08731143170b6/5bc0d2b9e2c483f1ebac740f/5bc0d332419202195877919d/1539363638128/Notation_5_web.png
185,Notions_Of_Probability,https://static1.squarespace.com/static/55dbfccee4b08731143170b6/5bc0d2b9e2c483f1ebac740f/5bc0d333e2c483f1ebac7b01/1539363637186/Notions_Of_Probability_web.png
186,Occams_Razor,https://static1.squarespace.com/static/55dbfccee4b08731143170b6/5bc0d2b9e2c483f1ebac740f/5bc0d33341920219587791be/1539363638000/Occams_Razor_web.png
187,Odds_Ratio,https://static1.squarespace.com/static/55dbfccee4b08731143170b6/5bc0d2b9e2c483f1ebac740f/5bc0d334e2c483f1ebac7b12/1539363638425/Odds_Ratio_web.png
188,Odds,https://static1.squarespace.com/static/55dbfccee4b08731143170b6/5bc0d2b9e2c483f1ebac740f/5bc0d3340d929751ee48d7b7/1539363638757/Odds_web.png
189,One-Hot_Encoding,https://static1.squarespace.com/static/55dbfccee4b08731143170b6/5bc0d2b9e2c483f1ebac740f/5bc0d335ec212d165b19f9e9/1539363639682/One-Hot_Encoding_web.png
190,One-Sided_Label_Smoothing,https://static1.squarespace.com/static/55dbfccee4b08731143170b6/5bc0d2b9e2c483f1ebac740f/5bc0d335eef1a1c6b7085691/1539363640768/One-Sided_Label_Smoothing_web.png
191,One-Vs-Rest_Logistic_Regression,https://static1.squarespace.com/static/55dbfccee4b08731143170b6/5bc0d2b9e2c483f1ebac740f/5bc0d336ec212d165b19f9f4/1539363644474/One-Vs-Rest_Logistic_Regression_web.png
192,Ordinary_Least_Squares,https://static1.squarespace.com/static/55dbfccee4b08731143170b6/5bc0d2b9e2c483f1ebac740f/5bc0d336085229c3731ef8c0/1539363641251/Ordinary_Least_Squares_web.png
193,Out-Of-Bag_Error,https://static1.squarespace.com/static/55dbfccee4b08731143170b6/5bc0d2b9e2c483f1ebac740f/5bc0d33771c10b49df59b954/1539363641407/Out-Of-Bag_Error_web.png
194,Out-Of-Core,https://static1.squarespace.com/static/55dbfccee4b08731143170b6/5bc0d2b9e2c483f1ebac740f/5bc0d337104c7b5b774c5055/1539363641788/Out-Of-Core_web.png
195,Outlier,https://static1.squarespace.com/static/55dbfccee4b08731143170b6/5bc0d2b9e2c483f1ebac740f/5bc0d3384785d3d1fc969fec/1539363643593/Outlier_web.png
196,Overfit_Vs_Underfit,https://static1.squarespace.com/static/55dbfccee4b08731143170b6/5bc0d2b9e2c483f1ebac740f/5bc0d338e4966b62fe0392aa/1539363643418/Overfit_Vs_Underfit_web.png
197,Overfitting,https://static1.squarespace.com/static/55dbfccee4b08731143170b6/5bc0d2b9e2c483f1ebac740f/5bc0d33a4192021958779222/1539363645708/Overfitting_web.png
198,Parameter_Norm,https://static1.squarespace.com/static/55dbfccee4b08731143170b6/5bc0d2b9e2c483f1ebac740f/5bc0d33a24a694ece9fe6b6f/1539363644866/Parameter_Norm_web.png
199,Parameter_Sharing,https://static1.squarespace.com/static/55dbfccee4b08731143170b6/5bc0d2b9e2c483f1ebac740f/5bc0d33cf9619a023f8bfe5e/1539363648244/Parameter_Sharing_web.png
200,Parameters_vs_Hyperparameters,https://static1.squarespace.com/static/55dbfccee4b08731143170b6/5bc0d2b9e2c483f1ebac740f/5bc0d33c1905f4e84ce86b6e/1539363648531/Parameters_vs_Hyperparameters_web.png
201,Parametric_Modeling,https://static1.squarespace.com/static/55dbfccee4b08731143170b6/5bc0d2b9e2c483f1ebac740f/5bc0d33f104c7b5b774c50d7/1539363650366/Parametric_Modeling_web.png
202,Partial_Derivative,https://static1.squarespace.com/static/55dbfccee4b08731143170b6/5bc0d2b9e2c483f1ebac740f/5bc0d33f24a694ece9fe6bd3/1539363661104/Partial_Derivative_web.png
203,Pearsons_Correlation,https://static1.squarespace.com/static/55dbfccee4b08731143170b6/5bc0d2b9e2c483f1ebac740f/5bc0d340c8302570011445f7/1539363650842/Pearsons_Correlation_web.png
204,Perceptron_Learning,https://static1.squarespace.com/static/55dbfccee4b08731143170b6/5bc0d2b9e2c483f1ebac740f/5bc0d340e2c483f1ebac7bcb/1539363651044/Perceptron_Learning_web.png
205,Perceptron,https://static1.squarespace.com/static/55dbfccee4b08731143170b6/5bc0d2b9e2c483f1ebac740f/5bc0d3419140b7caf2f4f9d9/1539363652938/Perceptron_web.png
206,Platt_Scaling,https://static1.squarespace.com/static/55dbfccee4b08731143170b6/5bc0d2b9e2c483f1ebac740f/5bc0d341c830257001144601/1539363653129/Platt_Scaling_web.png
207,Polynomial_Regression,https://static1.squarespace.com/static/55dbfccee4b08731143170b6/5bc0d2b9e2c483f1ebac740f/5bc0d343f9619a023f8bfed3/1539363654637/Polynomial_Regression_web.png
208,Power_Rule,https://static1.squarespace.com/static/55dbfccee4b08731143170b6/5bc0d2b9e2c483f1ebac740f/5bc0d344b208fc1df53bd253/1539363654339/Power_Rule_web.png
209,Precision,https://static1.squarespace.com/static/55dbfccee4b08731143170b6/5bc0d2b9e2c483f1ebac740f/5bc0d34571c10b49df59ba23/1539363656783/Precision_web.png
210,Preprocessing_Training_And_Test_Sets,https://static1.squarespace.com/static/55dbfccee4b08731143170b6/5bc0d2b9e2c483f1ebac740f/5bc0d345eef1a1c6b7085754/1539363655877/Preprocessing_Training_And_Test_Sets_web.png
211,Principal_Component_Analysis,https://static1.squarespace.com/static/55dbfccee4b08731143170b6/5bc0d2b9e2c483f1ebac740f/5bc0d34615fcc03e6551a914/1539363657111/Principal_Component_Analysis_web.png
212,Principal_Components,https://static1.squarespace.com/static/55dbfccee4b08731143170b6/5bc0d2b9e2c483f1ebac740f/5bc0d346f4e1fc14884b4fa0/1539363656926/Principal_Components_web.png
213,Probability_Density_Function,https://static1.squarespace.com/static/55dbfccee4b08731143170b6/5bc0d2b9e2c483f1ebac740f/5bc0d34871c10b49df59ba3e/1539363659042/Probability_Density_Function_web.png
214,Probability_Mass_Function,https://static1.squarespace.com/static/55dbfccee4b08731143170b6/5bc0d2b9e2c483f1ebac740f/5bc0d3481905f4e84ce86c2e/1539363658296/Probability_Mass_Function_web.png
215,R-Squared,https://static1.squarespace.com/static/55dbfccee4b08731143170b6/5bc0d2b9e2c483f1ebac740f/5bc0d349104c7b5b774c5176/1539363659148/R-Squared_web.png
216,Radius-Based_Nearest_Neighbor_Classifier,https://static1.squarespace.com/static/55dbfccee4b08731143170b6/5bc0d2b9e2c483f1ebac740f/5bc0d3494192021958779325/1539363660201/Radius-Based_Nearest_Neighbor_Classifier_web.png
217,Random_Forest,https://static1.squarespace.com/static/55dbfccee4b08731143170b6/5bc0d2b9e2c483f1ebac740f/5bc0d34ac830257001144671/1539363661999/Random_Forest_web.png
218,Random_Variable,https://static1.squarespace.com/static/55dbfccee4b08731143170b6/5bc0d2b9e2c483f1ebac740f/5bc0d34ac830257001144673/1539363662214/Random_Variable_web.png
219,Randomized_Search,https://static1.squarespace.com/static/55dbfccee4b08731143170b6/5bc0d2b9e2c483f1ebac740f/5bc0d34ceef1a1c6b70857e8/1539363662743/Randomized_Search_web.png
220,Recall,https://static1.squarespace.com/static/55dbfccee4b08731143170b6/5bc0d2b9e2c483f1ebac740f/5bc0d34ce5e5f0c22ccc8969/1539363663000/Recall_web.png
221,Receiver_Operating_Characteristic,https://static1.squarespace.com/static/55dbfccee4b08731143170b6/5bc0d2b9e2c483f1ebac740f/5bc0d34da4222f3ac53dae65/1539363665156/Receiver_Operating_Characteristic_web.png
222,Regression,https://static1.squarespace.com/static/55dbfccee4b08731143170b6/5bc0d2b9e2c483f1ebac740f/5bc0d34d9140b7caf2f4fa75/1539363663522/Regression_web.png
223,Regularization,https://static1.squarespace.com/static/55dbfccee4b08731143170b6/5bc0d2b9e2c483f1ebac740f/5bc0d34ff4e1fc14884b5018/1539363665408/Regularization_web.png
224,ReLU_Activation_Function,https://static1.squarespace.com/static/55dbfccee4b08731143170b6/5bc0d2b9e2c483f1ebac740f/5bc0d34f652dea62336cc540/1539363666020/ReLU_Activation_Function_web.png
225,Residual_Sum_Of_Squares,https://static1.squarespace.com/static/55dbfccee4b08731143170b6/5bc0d2b9e2c483f1ebac740f/5bc0d350104c7b5b774c51ce/1539363666754/Residual_Sum_Of_Squares_web.png
226,Ridge_Regression,https://static1.squarespace.com/static/55dbfccee4b08731143170b6/5bc0d2b9e2c483f1ebac740f/5bc0d351ec212d165b19fb2e/1539363668206/Ridge_Regression_web.png
227,RMSprop,https://static1.squarespace.com/static/55dbfccee4b08731143170b6/5bc0d2b9e2c483f1ebac740f/5bc0d35115fcc03e6551a9c2/1539363668242/RMSprop_web.png
228,Saddle_Point,https://static1.squarespace.com/static/55dbfccee4b08731143170b6/5bc0d2b9e2c483f1ebac740f/5bc0d3534785d3d1fc96a1a2/1539363669578/Saddle_Point_web.png
229,Saturation_Of_The_Loss_Function,https://static1.squarespace.com/static/55dbfccee4b08731143170b6/5bc0d2b9e2c483f1ebac740f/5bc0d353e4966b62fe039408/1539363669907/Saturation_Of_The_Loss_Function_web.png
230,Saturation,https://static1.squarespace.com/static/55dbfccee4b08731143170b6/5bc0d2b9e2c483f1ebac740f/5bc0d354f9619a023f8bffb3/1539363672000/Saturation_web.png
231,Scalars,https://static1.squarespace.com/static/55dbfccee4b08731143170b6/5bc0d2b9e2c483f1ebac740f/5bc0d354085229c3731ef9fd/1539363671110/Scalars_web.png
232,Selecting_Number_Of_Components_In_PCA,https://static1.squarespace.com/static/55dbfccee4b08731143170b6/5bc0d2b9e2c483f1ebac740f/5bc0d35515fcc03e6551a9d8/1539363671511/Selecting_Number_Of_Components_In_PCA_web.png
233,Sensitivity,https://static1.squarespace.com/static/55dbfccee4b08731143170b6/5bc0d2b9e2c483f1ebac740f/5bc0d356c830257001144703/1539363672366/Sensitivity_web.png
234,Sigmoid_Activation_Function,https://static1.squarespace.com/static/55dbfccee4b08731143170b6/5bc0d2b9e2c483f1ebac740f/5bc0d356104c7b5b774c521c/1539363672949/Sigmoid_Activation_Function_web.png
235,Silhouette_Coefficients,https://static1.squarespace.com/static/55dbfccee4b08731143170b6/5bc0d2b9e2c483f1ebac740f/5bc0d35871c10b49df59baf5/1539363675214/Silhouette_Coefficients_web.png
236,Simpsons_Paradox,https://static1.squarespace.com/static/55dbfccee4b08731143170b6/5bc0d2b9e2c483f1ebac740f/5bc0d358f4e1fc14884b5070/1539363675229/Simpsons_Paradox_web.png
237,Slack_Variable_In_Soft-Margin_SVM,https://static1.squarespace.com/static/55dbfccee4b08731143170b6/5bc0d2b9e2c483f1ebac740f/5bc0d359ec212d165b19fb8a/1539363676069/Slack_Variable_In_Soft-Margin_SVM_web.png
238,Softmax_Activation_Function,https://static1.squarespace.com/static/55dbfccee4b08731143170b6/5bc0d2b9e2c483f1ebac740f/5bc0d35aa4222f3ac53daf0c/1539363675917/Softmax_Activation_Function_web.png
239,Softmax_Normalization,https://static1.squarespace.com/static/55dbfccee4b08731143170b6/5bc0d2b9e2c483f1ebac740f/5bc0d35a652dea62336cc5e2/1539363676581/Softmax_Normalization_web.png
240,Softplus_Function,https://static1.squarespace.com/static/55dbfccee4b08731143170b6/5bc0d2b9e2c483f1ebac740f/5bc0d35b8165f5ad87084cec/1539363677520/Softplus_Function_web.png
241,Sources_Of_Uncertainty,https://static1.squarespace.com/static/55dbfccee4b08731143170b6/5bc0d2b9e2c483f1ebac740f/5bc0d35c4785d3d1fc96a201/1539363678765/Sources_Of_Uncertainty_web.png
242,Span,https://static1.squarespace.com/static/55dbfccee4b08731143170b6/5bc0d2b9e2c483f1ebac740f/5bc0d35db208fc1df53bd395/1539363678725/Span_web.png
243,Sparsity,https://static1.squarespace.com/static/55dbfccee4b08731143170b6/5bc0d2b9e2c483f1ebac740f/5bc0d35d41920219587793d2/1539363680451/Sparsity_web.png
244,Square_Root,https://static1.squarespace.com/static/55dbfccee4b08731143170b6/5bc0d2b9e2c483f1ebac740f/5bc0d35ef4e1fc14884b50b1/1539363680742/Square_Root_web.png
245,Standard_Deviation,https://static1.squarespace.com/static/55dbfccee4b08731143170b6/5bc0d2b9e2c483f1ebac740f/5bc0d35fe4966b62fe039496/1539363685774/Standard_Deviation_web.png
246,Standard_Error_Of_The_Mean,https://static1.squarespace.com/static/55dbfccee4b08731143170b6/5bc0d2b9e2c483f1ebac740f/5bc0d35f4785d3d1fc96a22b/1539363685853/Standard_Error_Of_The_Mean_web.png
247,Standardization,https://static1.squarespace.com/static/55dbfccee4b08731143170b6/5bc0d2b9e2c483f1ebac740f/5bc0d3600d929751ee48d9d7/1539363686989/Standardization_web.png
248,Stationary_Points,https://static1.squarespace.com/static/55dbfccee4b08731143170b6/5bc0d2b9e2c483f1ebac740f/5bc0d361e4966b62fe0394ba/1539363684087/Stationary_Points_web.png
249,Stemming_Words,https://static1.squarespace.com/static/55dbfccee4b08731143170b6/5bc0d2b9e2c483f1ebac740f/5bc0d362eef1a1c6b708591d/1539363685476/Stemming_Words_web.png
